name	tissue	gender	race	project	num_samples	median_PC	median_LNC	median_EB
Brain_Amygdala-male-black_or_african_american_gtex	Brain_Amygdala	male	black_or_african_american	gtex	8	3.7785135	2.03706525	1.6147632500000002
Spleen-male-white_gtex	Spleen	male	white	gtex	125	4.51958	2.221521	1.7517695
Cells_Culturedfibroblasts-female-unknown_gtex	Cells_Culturedfibroblasts	female	unknown	gtex	1	5.2477540000000005	1.941179	1.628531
Thyroid-male-black_or_african_american_gtex	Thyroid	male	black_or_african_american	gtex	48	4.478113500000001	2.1716724999999997	1.7704275
Brain_Amygdala-female-white_gtex	Brain_Amygdala	female	white	gtex	41	3.284966	1.944977	1.579968
Esophagus_Muscularis-female-white_gtex	Esophagus_Muscularis	female	white	gtex	150	4.3904755	1.994043	1.6537495
Pancreas-male-white_tcga	Pancreas	male	white	tcga	89	4.6657575	1.8803044999999998	1.518037
Skin_NotSunExposed_Suprapubic_-male-unknown_gtex	Skin_NotSunExposed_Suprapubic_	male	unknown	gtex	7	4.1490055	1.9793705	1.6480990000000002
Uterus-female-not_reported_tcga	Uterus	female	not_reported	tcga	21	4.675971	1.9902410000000001	1.6405279999999998
Adipose_Visceral_Omentum_-female-black_or_african_american_gtex	Adipose_Visceral_Omentum_	female	black_or_african_american	gtex	24	4.243064	1.85581525	1.6270235
Pancreas-female-black_or_african_american_gtex	Pancreas	female	black_or_african_american	gtex	17	3.0150215	1.7931925	1.5830825
Breast_MammaryTissue-male-unknown_gtex	Breast_MammaryTissue	male	unknown	gtex	4	4.413625	1.917758	1.626621
Brain_Cerebellum-female-asian_gtex	Brain_Cerebellum	female	asian	gtex	1	4.445166499999999	2.18065	1.7033599999999998
Breast-male-not_reported_tcga	Breast	male	not_reported	tcga	1	5.331407	1.989975	1.6846035
Ovary-female-black_or_african_american_gtex	Ovary	female	black_or_african_american	gtex	27	4.5146385	2.13007	1.749348
Liver-female-asian_tcga	Liver	female	asian	tcga	34	4.2492485	2.035313	1.6965845000000002
Esophagus_Muscularis-female-asian_gtex	Esophagus_Muscularis	female	asian	gtex	2	4.5178245	2.1120227500000004	1.7009050000000001
Esophagus-male-black_or_african_american_tcga	Esophagus	male	black_or_african_american	tcga	6	4.6084274999999995	1.8255115	1.4620739999999999
Pancreas-male-asian_tcga	Pancreas	male	asian	tcga	5	4.6975195	1.959936	1.5428035
Brain_Anteriorcingulatecortex_BA24_-male-black_or_african_american_gtex	Brain_Anteriorcingulatecortex_BA24_	male	black_or_african_american	gtex	11	3.748582	2.0359245	1.562283
Brain_Cortex-male-white_gtex	Brain_Cortex	male	white	gtex	164	3.7424862500000002	1.9564135	1.6038975
Prostate-male-american_indian_or_alaska_native_gtex	Prostate	male	american_indian_or_alaska_native	gtex	1	4.458605	2.0569405	1.6571995
Prostate-male-black_or_african_american_tcga	Prostate	male	black_or_african_american	tcga	58	4.7975545	1.998211	1.6289225
Brain_Cerebellum-female-white_gtex	Brain_Cerebellum	female	white	gtex	61	4.4037545	2.365487	1.8509945
Brain_Substantianigra-male-white_gtex	Brain_Substantianigra	male	white	gtex	89	3.204573	1.874886	1.6135835
Liver-female-white_tcga	Liver	female	white	tcga	81	4.320951	1.9062970000000001	1.710443
Adipose_Subcutaneous-male-unknown_gtex	Adipose_Subcutaneous	male	unknown	gtex	6	4.4697955	1.983043	1.6728200000000002
Testis-male-asian_tcga	Testis	male	asian	tcga	4	4.8645119999999995	1.9232040000000001	1.61998725
Cervix-female-native_hawaiian_or_other_pacific_islander_tcga	Cervix	female	native_hawaiian_or_other_pacific_islander	tcga	2	5.020689000000001	2.055987	1.62523975
WholeBlood-female-unknown_gtex	WholeBlood	female	unknown	gtex	1	2.6711685	1.9210280000000002	1.746429
Brain_Nucleusaccumbens_basalganglia_-male-american_indian_or_alaska_native_gtex	Brain_Nucleusaccumbens_basalganglia_	male	american_indian_or_alaska_native	gtex	1	2.194963	1.68525	1.457338
Brain_CerebellarHemisphere-male-black_or_african_american_gtex	Brain_CerebellarHemisphere	male	black_or_african_american	gtex	17	4.932888999999999	2.395061	1.8809509999999998
Testis--_tcga	Testis			tcga	17	4.6141155	1.93725	1.526635
Esophagus_Muscularis-male-asian_gtex	Esophagus_Muscularis	male	asian	gtex	5	4.343945	2.1054035000000004	1.6871785
Lung-male-unknown_gtex	Lung	male	unknown	gtex	3	4.751825	2.0665625	1.69992
Cells_Culturedfibroblasts-female-white_gtex	Cells_Culturedfibroblasts	female	white	gtex	150	4.871922	1.9002364999999999	1.6239445
Stomach-male-not_reported_tcga	Stomach	male	not_reported	tcga	35	4.3289550000000006	1.7770759999999999	1.459475
Testis-male-unknown_gtex	Testis	male	unknown	gtex	6	4.2686835	2.2455584999999996	1.6335775
Cells_Culturedfibroblasts-male-black_or_african_american_gtex	Cells_Culturedfibroblasts	male	black_or_african_american	gtex	40	4.875095	1.8818535	1.6179315
Heart_AtrialAppendage-female-white_gtex	Heart_AtrialAppendage	female	white	gtex	111	3.364662	1.8518685	1.5723770000000001
Heart_LeftVentricle-female-black_or_african_american_gtex	Heart_LeftVentricle	female	black_or_african_american	gtex	16	3.3008825	1.855054	1.6192237500000002
Colon_Transverse-female-unknown_gtex	Colon_Transverse	female	unknown	gtex	1	4.361089	2.0808055000000003	1.6399555000000001
Brain_Substantianigra-male-black_or_african_american_gtex	Brain_Substantianigra	male	black_or_african_american	gtex	11	3.3723355	1.8728029999999998	1.604158
Ovary-female-not_reported_tcga	Ovary	female	not_reported	tcga	11	4.062151	1.8166935	1.533194
Thyroid-female-white_tcga	Thyroid	female	white	tcga	245	4.958203	1.964954	1.6278620000000001
Nerve_Tibial-female-asian_gtex	Nerve_Tibial	female	asian	gtex	4	4.630182	2.1258850000000002	1.7663075
Lung-male-black_or_african_american_tcga	Lung	male	black_or_african_american	tcga	40	4.482808	1.8139844999999999	1.491511
Esophagus_Muscularis-male-white_gtex	Esophagus_Muscularis	male	white	gtex	285	4.316468	2.019773	1.660655
Cells_Culturedfibroblasts-female-asian_gtex	Cells_Culturedfibroblasts	female	asian	gtex	2	4.880685000000001	1.9758725	1.57637625
Skin_SunExposed_Lowerleg_-female-black_or_african_american_gtex	Skin_SunExposed_Lowerleg_	female	black_or_african_american	gtex	29	4.457307	2.0252725	1.6800439999999999
Testis-male-white_tcga	Testis	male	white	tcga	124	4.6237975	1.9443365000000001	1.60046025
Brain_Substantianigra-female-black_or_african_american_gtex	Brain_Substantianigra	female	black_or_african_american	gtex	3	3.3546009999999997	1.938337	1.6062235
Nerve_Tibial-female-white_gtex	Nerve_Tibial	female	white	gtex	166	4.5904240000000005	2.07395675	1.7800455000000002
Thyroid-female-asian_tcga	Thyroid	female	asian	tcga	38	5.00680825	1.9405705	1.6177865
Brain-female-not_reported_tcga	Brain	female	not_reported	tcga	7	4.882784	2.0641985	1.595747
WholeBlood-female-black_or_african_american_gtex	WholeBlood	female	black_or_african_american	gtex	33	2.9098405	1.9525830000000002	1.7720360000000002
Heart_AtrialAppendage-female-asian_gtex	Heart_AtrialAppendage	female	asian	gtex	3	3.347164	1.7925215	1.5625145
Esophagus-female-not_reported_tcga	Esophagus	female	not_reported	tcga	2	4.309326	2.047289	1.5072035
Adipose_Subcutaneous-male-asian_gtex	Adipose_Subcutaneous	male	asian	gtex	7	4.573867	2.023476	1.7003080000000002
AdrenalGland-male-american_indian_or_alaska_native_gtex	AdrenalGland	male	american_indian_or_alaska_native	gtex	1	3.8390250000000004	1.8920290000000002	1.549817
Adipose_Subcutaneous-male-black_or_african_american_gtex	Adipose_Subcutaneous	male	black_or_african_american	gtex	54	4.5713775000000005	1.9870602499999999	1.6893735
Testis-male-white_gtex	Testis	male	white	gtex	310	4.15056025	2.2668895	1.6388
Lung-male-black_or_african_american_gtex	Lung	male	black_or_african_american	gtex	46	4.467752	2.0875475	1.7066702500000002
Cervix-female-american_indian_or_alaska_native_tcga	Cervix	female	american_indian_or_alaska_native	tcga	7	5.2955475	2.098451	1.6141975
Kidney-male-american_indian_or_alaska_native_tcga	Kidney	male	american_indian_or_alaska_native	tcga	2	4.861506	2.0376235000000005	1.7134755
Colon_Transverse-male-unknown_gtex	Colon_Transverse	male	unknown	gtex	5	4.093198	1.9551779999999999	1.6154110000000002
Muscle_Skeletal-female-asian_gtex	Muscle_Skeletal	female	asian	gtex	5	4.264101999999999	2.039743	1.6318104999999998
Thyroid-female-asian_gtex	Thyroid	female	asian	gtex	5	4.4366605	2.1825435	1.730839
Cells_EBV_transformedlymphocytes-male-black_or_african_american_gtex	Cells_EBV_transformedlymphocytes	male	black_or_african_american	gtex	24	4.769539	1.99770525	1.683917
Bile_Duct-female-asian_tcga	Bile_Duct	female	asian	tcga	1	5.16639	2.056484	1.6806860000000001
Kidney-male-black_or_african_american_tcga	Kidney	male	black_or_african_american	tcga	70	4.530711	1.9356195	1.565129
Esophagus_GastroesophagealJunction-male-unknown_gtex	Esophagus_GastroesophagealJunction	male	unknown	gtex	6	4.506832	2.0133385	1.697586
Adipose_Subcutaneous-male-white_gtex	Adipose_Subcutaneous	male	white	gtex	377	4.453106	1.96753	1.695293
Testis-male-asian_gtex	Testis	male	asian	gtex	4	4.1380595	2.1757635000000004	1.6229635
Eye-female-not_reported_tcga	Eye	female	not_reported	tcga	10	4.8173865	2.0904730000000002	1.67785025
WholeBlood-male-american_indian_or_alaska_native_gtex	WholeBlood	male	american_indian_or_alaska_native	gtex	2	2.878105	1.9681225	1.815391
Breast-male-white_tcga	Breast	male	white	tcga	8	5.41883525	1.9972925	1.57829325
Artery_Coronary-male-unknown_gtex	Artery_Coronary	male	unknown	gtex	2	4.410493499999999	2.093615	1.697473
Thyroid-female-white_gtex	Thyroid	female	white	gtex	186	4.38428525	2.196326	1.7573720000000002
Bile_Duct-female-white_tcga	Bile_Duct	female	white	tcga	17	4.764227	1.975097	1.577644
Head_and_Neck-female-black_or_african_american_tcga	Head_and_Neck	female	black_or_african_american	tcga	7	4.9752125	1.959006	1.626033
Artery_Coronary-male-black_or_african_american_gtex	Artery_Coronary	male	black_or_african_american	gtex	19	4.422847	1.9873455	1.6728490000000003
Muscle_Skeletal-female-white_gtex	Muscle_Skeletal	female	white	gtex	219	3.9269220000000002	1.9838040000000001	1.644138
Brain-male-not_reported_tcga	Brain	male	not_reported	tcga	5	4.9776155	2.0962945	1.6475799999999998
Soft_Tissue-male-black_or_african_american_tcga	Soft_Tissue	male	black_or_african_american	tcga	2	4.647209999999999	2.058041	1.57255875
Colon_Sigmoid-male-unknown_gtex	Colon_Sigmoid	male	unknown	gtex	5	4.506571	2.0284519999999997	1.6839110000000002
Skin-male-not_reported_tcga	Skin	male	not_reported	tcga	5	4.8447065	2.0041759999999997	1.5970105
Breast-female-white_tcga	Breast	female	white	tcga	759	5.163918499999999	1.8726695	1.531419
Skin-female-not_reported_tcga	Skin	female	not_reported	tcga	5	4.879479	1.884581	1.557612
Brain_Nucleusaccumbens_basalganglia_-male-white_gtex	Brain_Nucleusaccumbens_basalganglia_	male	white	gtex	162	3.4942279999999997	1.943739	1.57986525
Skin_NotSunExposed_Suprapubic_-male-black_or_african_american_gtex	Skin_NotSunExposed_Suprapubic_	male	black_or_african_american	gtex	48	4.1764434999999995	2.0752945	1.644377
Testis-male-american_indian_or_alaska_native_gtex	Testis	male	american_indian_or_alaska_native	gtex	2	4.13951525	2.3912015	1.65719225
Brain_Cortex-male-black_or_african_american_gtex	Brain_Cortex	male	black_or_african_american	gtex	17	3.9832720000000004	2.0025905	1.620336
Spleen-male-unknown_gtex	Spleen	male	unknown	gtex	2	4.563471999999999	2.2409915	1.75391
Ovary-female-american_indian_or_alaska_native_tcga	Ovary	female	american_indian_or_alaska_native	tcga	2	4.3423105	1.80773275	1.4866110000000001
Ovary-female-white_gtex	Ovary	female	white	gtex	147	4.4064654999999995	2.1040565	1.7568400000000002
Skin_SunExposed_Lowerleg_-female-white_gtex	Skin_SunExposed_Lowerleg_	female	white	gtex	200	4.3927565	2.07664	1.705366
Skin_NotSunExposed_Suprapubic_-male-asian_gtex	Skin_NotSunExposed_Suprapubic_	male	asian	gtex	5	4.150511	2.02578	1.6477950000000001
Artery_Aorta-male-unknown_gtex	Artery_Aorta	male	unknown	gtex	3	4.665605	2.0075570000000003	1.6916055
Skin_SunExposed_Lowerleg_-male-asian_gtex	Skin_SunExposed_Lowerleg_	male	asian	gtex	6	4.420943	2.0419595	1.7160250000000001
Skin_NotSunExposed_Suprapubic_-female-unknown_gtex	Skin_NotSunExposed_Suprapubic_	female	unknown	gtex	1	4.7463370000000005	2.1464735	1.7790404999999998
Head_and_Neck-male-american_indian_or_alaska_native_tcga	Head_and_Neck	male	american_indian_or_alaska_native	tcga	2	4.83682075	1.8826175	1.6292545
Artery_Tibial-male-american_indian_or_alaska_native_gtex	Artery_Tibial	male	american_indian_or_alaska_native	gtex	1	4.781981	2.010857	1.7221360000000001
Muscle_Skeletal-female-unknown_gtex	Muscle_Skeletal	female	unknown	gtex	1	3.600736	1.9413895	1.6265075
Artery_Aorta-male-american_indian_or_alaska_native_gtex	Artery_Aorta	male	american_indian_or_alaska_native	gtex	1	4.7061305	2.0375755	1.643843
Adipose_Visceral_Omentum_-male-black_or_african_american_gtex	Adipose_Visceral_Omentum_	male	black_or_african_american	gtex	40	4.167563	1.8599735000000002	1.6044209999999999
SmallIntestine_TerminalIleum-male-black_or_african_american_gtex	SmallIntestine_TerminalIleum	male	black_or_african_american	gtex	20	4.063071	2.029249	1.678667
Soft_Tissue-male-not_reported_tcga	Soft_Tissue	male	not_reported	tcga	2	5.3575219999999995	2.143807	1.66646675
Breast-female-asian_tcga	Breast	female	asian	tcga	61	5.161674	1.907525	1.5472700000000001
Spleen-male-black_or_african_american_gtex	Spleen	male	black_or_african_american	gtex	23	4.46466	2.226009	1.781088
Colon_Sigmoid-female-unknown_gtex	Colon_Sigmoid	female	unknown	gtex	1	4.690814	2.156769	1.7445529999999998
Kidney_Cortex-female-white_gtex	Kidney_Cortex	female	white	gtex	18	3.2810795	1.857427	1.5681559999999999
Pancreas-male-not_reported_tcga	Pancreas	male	not_reported	tcga	1	5.649667	1.9583139999999999	1.5281759999999998
Skin_NotSunExposed_Suprapubic_-male-white_gtex	Skin_NotSunExposed_Suprapubic_	male	white	gtex	351	4.2436395000000005	2.121167	1.693887
Heart_AtrialAppendage-male-black_or_african_american_gtex	Heart_AtrialAppendage	male	black_or_african_american	gtex	31	3.4263214999999994	1.82671	1.539615
Ovary-female-asian_gtex	Ovary	female	asian	gtex	5	4.6227800000000006	2.0405905	1.731295
Skin_SunExposed_Lowerleg_-female-asian_gtex	Skin_SunExposed_Lowerleg_	female	asian	gtex	4	4.346120000000001	2.0629675	1.6770245
Cervix_Endocervix-female-black_or_african_american_gtex	Cervix_Endocervix	female	black_or_african_american	gtex	2	4.592304	2.096331	1.70107725
Stomach-male-unknown_gtex	Stomach	male	unknown	gtex	5	4.1650089999999995	1.9200830000000002	1.611284
Lymph_Nodes-female-black_or_african_american_tcga	Lymph_Nodes	female	black_or_african_american	tcga	1	4.5360830000000005	2.362602	1.613025
Skin_SunExposed_Lowerleg_-male-white_gtex	Skin_SunExposed_Lowerleg_	male	white	gtex	397	4.363544	2.0555395	1.7026904999999999
FallopianTube-female-black_or_african_american_gtex	FallopianTube	female	black_or_african_american	gtex	2	4.5983635	2.0656	1.6506805
Pleura-female-white_tcga	Pleura	female	white	tcga	14	4.791786	1.89234025	1.553948
Thyroid-male-not_reported_tcga	Thyroid	male	not_reported	tcga	28	4.9137085	1.9988920000000001	1.6417475000000001
Breast_MammaryTissue-female-unknown_gtex	Breast_MammaryTissue	female	unknown	gtex	1	4.638996	2.031942	1.713891
Pituitary-male-white_gtex	Pituitary	male	white	gtex	191	4.0497235	2.196697	1.686648
Brain_Nucleusaccumbens_basalganglia_-female-black_or_african_american_gtex	Brain_Nucleusaccumbens_basalganglia_	female	black_or_african_american	gtex	4	3.6716627500000003	1.9218202500000001	1.572823
Ovary-female-asian_tcga	Ovary	female	asian	tcga	12	4.1713155	1.8013705	1.4611895000000001
Colon_Transverse-male-asian_gtex	Colon_Transverse	male	asian	gtex	4	4.272192499999999	1.9128545000000001	1.5995295
Brain_Amygdala-female-black_or_african_american_gtex	Brain_Amygdala	female	black_or_african_american	gtex	4	2.736721	1.8738975	1.552308
Pancreas-male-unknown_gtex	Pancreas	male	unknown	gtex	5	3.0740049999999997	1.833662	1.589385
Nerve_Tibial-male-american_indian_or_alaska_native_gtex	Nerve_Tibial	male	american_indian_or_alaska_native	gtex	1	4.642369	2.029007	1.6843455
Cervix-female-not_reported_tcga	Cervix	female	not_reported	tcga	36	4.898822	2.00390375	1.53437375
Colon_Transverse-female-black_or_african_american_gtex	Colon_Transverse	female	black_or_african_american	gtex	17	4.125497	1.958475	1.633498
Artery_Aorta-male-black_or_african_american_gtex	Artery_Aorta	male	black_or_african_american	gtex	27	4.655653	2.0015959999999997	1.695339
Liver-female-unknown_gtex	Liver	female	unknown	gtex	1	3.403853	1.967714	1.690233
Artery_Coronary-female-black_or_african_american_gtex	Artery_Coronary	female	black_or_african_american	gtex	11	4.44835	1.959864	1.6383510000000001
Skin_SunExposed_Lowerleg_-female-unknown_gtex	Skin_SunExposed_Lowerleg_	female	unknown	gtex	1	4.409274	1.9251029999999998	1.602296
Breast-female-not_reported_tcga	Breast	female	not_reported	tcga	93	5.241846499999999	1.871032	1.545544
Bladder-male-not_reported_tcga	Bladder	male	not_reported	tcga	10	4.8238970000000005	1.99372025	1.5680285
Ovary-female-white_tcga	Ovary	female	white	tcga	327	3.9238475	1.826186	1.5280635
Colon_Transverse-male-white_gtex	Colon_Transverse	male	white	gtex	209	4.0020495	1.963368	1.597038
Thymus-male-not_reported_tcga	Thymus	male	not_reported	tcga	2	4.83644	2.1024207500000003	1.6082565
SmallIntestine_TerminalIleum-male-white_gtex	SmallIntestine_TerminalIleum	male	white	gtex	96	4.0344245	1.9286370000000002	1.6306734999999999
MinorSalivaryGland-female-white_gtex	MinorSalivaryGland	female	white	gtex	36	3.9907925	1.89876325	1.6007765
Brain_Anteriorcingulatecortex_BA24_-female-black_or_african_american_gtex	Brain_Anteriorcingulatecortex_BA24_	female	black_or_african_american	gtex	2	2.90329225	1.9851165	1.5381425
Lung-female-black_or_african_american_tcga	Lung	female	black_or_african_american	tcga	45	4.197878	1.7855444999999999	1.4887110000000001
Cells_EBV_transformedlymphocytes-male-white_gtex	Cells_EBV_transformedlymphocytes	male	white	gtex	87	4.759849	2.0082174999999998	1.677475
Skin_SunExposed_Lowerleg_-male-black_or_african_american_gtex	Skin_SunExposed_Lowerleg_	male	black_or_african_american	gtex	58	4.3130645	2.055776	1.6711855
Adipose_Visceral_Omentum_-female-white_gtex	Adipose_Visceral_Omentum_	female	white	gtex	140	4.1657185	1.9226715	1.602827
Brain_Spinalcord_cervicalc_1_-male-black_or_african_american_gtex	Brain_Spinalcord_cervicalc_1_	male	black_or_african_american	gtex	7	3.8478230000000004	1.9834349999999998	1.627394
Bladder-female-asian_tcga	Bladder	female	asian	tcga	8	4.444064	1.9678	1.575423
Thyroid-male-white_gtex	Thyroid	male	white	gtex	372	4.4727645	2.1866079999999997	1.771162
Lung-female-unknown_gtex	Lung	female	unknown	gtex	1	4.8898839999999995	2.0916515	1.6920775
SmallIntestine_TerminalIleum-female-black_or_african_american_gtex	SmallIntestine_TerminalIleum	female	black_or_african_american	gtex	8	3.8989805000000004	1.9914649999999998	1.6302392500000003
AdrenalGland-female-asian_gtex	AdrenalGland	female	asian	gtex	3	4.4244595	1.8990790000000002	1.603321
Heart_LeftVentricle-male-american_indian_or_alaska_native_gtex	Heart_LeftVentricle	male	american_indian_or_alaska_native	gtex	1	3.542139	1.884826	1.615609
Breast_MammaryTissue-male-black_or_african_american_gtex	Breast_MammaryTissue	male	black_or_african_american	gtex	30	4.2825515	1.954544	1.671201
Cervix_Endocervix-female-white_gtex	Cervix_Endocervix	female	white	gtex	7	4.648051499999999	2.12768	1.705677
Cells_EBV_transformedlymphocytes-male-american_indian_or_alaska_native_gtex	Cells_EBV_transformedlymphocytes	male	american_indian_or_alaska_native	gtex	1	4.368371	2.0752569999999997	1.7820029999999998
Stomach-male-black_or_african_american_gtex	Stomach	male	black_or_african_american	gtex	34	3.53879	1.7916005	1.562591
Skin-female-white_tcga	Skin	female	white	tcga	168	4.970197	1.992945	1.5654355
Pancreas-male-american_indian_or_alaska_native_gtex	Pancreas	male	american_indian_or_alaska_native	gtex	1	3.7897875	1.9313	1.604375
Brain_Spinalcord_cervicalc_1_-female-black_or_african_american_gtex	Brain_Spinalcord_cervicalc_1_	female	black_or_african_american	gtex	5	3.763324	1.974864	1.626926
Cervix-female-asian_tcga	Cervix	female	asian	tcga	20	4.956841	1.9803889999999997	1.535471
Adipose_Visceral_Omentum_-female-asian_gtex	Adipose_Visceral_Omentum_	female	asian	gtex	4	4.0767545	1.88471675	1.59486575
Kidney-female-not_reported_tcga	Kidney	female	not_reported	tcga	4	4.505380000000001	1.9084025	1.5599082499999999
Breast-male-black_or_african_american_tcga	Breast	male	black_or_african_american	tcga	3	4.852002000000001	2.1954475	1.669635
Bladder-female-white_tcga	Bladder	female	white	tcga	84	4.643924500000001	1.9562335	1.5375444999999999
Thyroid-male-asian_gtex	Thyroid	male	asian	gtex	7	4.466823	2.215655	1.7427995
AdrenalGland-female-white_gtex	AdrenalGland	female	white	gtex	87	4.112118	1.9491889999999998	1.5969535000000001
SmallIntestine_TerminalIleum-male-asian_gtex	SmallIntestine_TerminalIleum	male	asian	gtex	2	4.14206625	1.9481465	1.6149835
Skin-female-asian_tcga	Skin	female	asian	tcga	5	5.063911	1.9238279999999999	1.558597
Pancreas-female-unknown_gtex	Pancreas	female	unknown	gtex	1	2.708939	1.8140899999999998	1.5549460000000002
