name	tissue	gender	race	project	num_samples	median_PC	median_LNC	median_EB
Cervix-female-white_tcga	Cervix	female	white	tcga	210	4.937450999999999	2.0601985	1.5280649999999998
Head_and_Neck-male-black_or_african_american_tcga	Head_and_Neck	male	black_or_african_american	tcga	40	4.953234500000001	1.9161925	1.6220667500000001
Adrenal_Gland-female-asian_tcga	Adrenal_Gland	female	asian	tcga	5	4.6142885	1.9912035000000001	1.571338
Muscle_Skeletal-female-black_or_african_american_gtex	Muscle_Skeletal	female	black_or_african_american	gtex	35	4.019218	1.993683	1.627661
Skin-male-white_tcga	Skin	male	white	tcga	280	5.115902500000001	1.9041377499999999	1.561585
Brain_FrontalCortex_BA9_-male-black_or_african_american_gtex	Brain_FrontalCortex_BA9_	male	black_or_african_american	gtex	17	4.362841	2.0403605000000002	1.6445604999999999
Thyroid-female-not_reported_tcga	Thyroid	female	not_reported	tcga	66	4.870951	2.0112515	1.651218
Nerve_Tibial-male-asian_gtex	Nerve_Tibial	male	asian	gtex	6	4.678673	2.0935465	1.760211
Skin_NotSunExposed_Suprapubic_-female-black_or_african_american_gtex	Skin_NotSunExposed_Suprapubic_	female	black_or_african_american	gtex	29	4.275176	2.0761789999999998	1.6701409999999999
Brain_Anteriorcingulatecortex_BA24_-female-white_gtex	Brain_Anteriorcingulatecortex_BA24_	female	white	gtex	46	3.5650622499999995	1.97035	1.582007
Adrenal_Gland-female-black_or_african_american_tcga	Adrenal_Gland	female	black_or_african_american	tcga	17	4.545772	2.0288399999999998	1.586576
Thyroid-male-asian_tcga	Thyroid	male	asian	tcga	13	5.063331	1.9606135	1.656864
Bladder-female-white_gtex	Bladder	female	white	gtex	6	4.4653665	2.0542569999999998	1.651155
WholeBlood-male-black_or_african_american_gtex	WholeBlood	male	black_or_african_american	gtex	63	2.9276795	1.917081	1.7770549999999998
Brain_Substantianigra-female-white_gtex	Brain_Substantianigra	female	white	gtex	34	3.180318	1.8846295000000002	1.6011769999999999
Brain_Cortex-female-black_or_african_american_gtex	Brain_Cortex	female	black_or_african_american	gtex	7	3.4449385	1.912391	1.607964
Esophagus-male-not_reported_tcga	Esophagus	male	not_reported	tcga	16	4.372312	1.778159	1.414221
Brain-male-black_or_african_american_tcga	Brain	male	black_or_african_american	tcga	17	4.779747	1.96616	1.580663
Esophagus-male-asian_tcga	Esophagus	male	asian	tcga	35	4.783423	1.831994	1.451444
Heart_LeftVentricle-male-unknown_gtex	Heart_LeftVentricle	male	unknown	gtex	2	3.065721	1.8417689999999998	1.6148705
Artery_Tibial-female-black_or_african_american_gtex	Artery_Tibial	female	black_or_african_american	gtex	29	4.743271999999999	2.053368	1.708366
Brain_Hypothalamus-female-asian_gtex	Brain_Hypothalamus	female	asian	gtex	1	3.665046	1.9474909999999999	1.5184920000000002
Thyroid-male-white_tcga	Thyroid	male	white	tcga	91	4.990106	1.9733315	1.605408
Bladder-female-asian_gtex	Bladder	female	asian	gtex	1	4.104426	2.1257865	1.5899130000000001
Skin_SunExposed_Lowerleg_-male-american_indian_or_alaska_native_gtex	Skin_SunExposed_Lowerleg_	male	american_indian_or_alaska_native	gtex	1	4.4843589999999995	1.9760285	1.597366
Adrenal_Gland-female-white_tcga	Adrenal_Gland	female	white	tcga	119	4.535508500000001	1.9899145000000003	1.608892
Lung-female-black_or_african_american_gtex	Lung	female	black_or_african_american	gtex	24	4.4700115	2.0098682500000002	1.6919735
Skin-male-asian_tcga	Skin	male	asian	tcga	7	4.968007999999999	1.995022	1.611405
Nerve_Tibial-male-white_gtex	Nerve_Tibial	male	white	gtex	354	4.5922695000000004	2.0649569999999997	1.7879475
Thyroid-female-american_indian_or_alaska_native_tcga	Thyroid	female	american_indian_or_alaska_native	tcga	1	4.8018535	1.9899495000000003	1.607421
Ovary-female-unknown_gtex	Ovary	female	unknown	gtex	1	3.9106274999999995	2.010121	1.7099900000000001
Stomach-male-black_or_african_american_tcga	Stomach	male	black_or_african_american	tcga	8	4.7065997500000005	1.8033942500000002	1.4493705000000001
Esophagus-male-white_tcga	Esophagus	male	white	tcga	82	4.48558	1.8094492500000001	1.40649325
SmallIntestine_TerminalIleum-male-unknown_gtex	SmallIntestine_TerminalIleum	male	unknown	gtex	2	4.0763644999999995	2.0667400000000002	1.7137145
Brain_Hypothalamus-female-white_gtex	Brain_Hypothalamus	female	white	gtex	52	3.30378725	1.877494	1.553746
Brain_Substantianigra-female-asian_gtex	Brain_Substantianigra	female	asian	gtex	1	2.6869259999999997	1.7764085	1.43982
Lung-female-american_indian_or_alaska_native_tcga	Lung	female	american_indian_or_alaska_native	tcga	1	5.068232	1.8843565	1.550893
Thymus-male-black_or_african_american_tcga	Thymus	male	black_or_african_american	tcga	3	5.178999	2.194067	1.6674805
Artery_Tibial-male-asian_gtex	Artery_Tibial	male	asian	gtex	7	4.893591000000001	2.0419925	1.7105190000000001
Heart_LeftVentricle-female-white_gtex	Heart_LeftVentricle	female	white	gtex	94	3.182369	1.73387	1.595412
SmallIntestine_TerminalIleum-female-asian_gtex	SmallIntestine_TerminalIleum	female	asian	gtex	1	4.516767	1.9359075	1.6488470000000002
MinorSalivaryGland-female-unknown_gtex	MinorSalivaryGland	female	unknown	gtex	1	4.330353	2.0116099999999997	1.6450464999999999
Kidney-female-asian_tcga	Kidney	female	asian	tcga	8	4.450995	1.8561437500000002	1.53478075
Stomach-male-white_tcga	Stomach	male	white	tcga	149	4.1609435	1.7600995	1.411949
Uterus-female-white_gtex	Uterus	female	white	gtex	113	4.649001999999999	2.098679	1.718745
Pancreas-male-black_or_african_american_gtex	Pancreas	male	black_or_african_american	gtex	26	3.038939	1.81313775	1.5883372500000001
Brain_Nucleusaccumbens_basalganglia_-female-asian_gtex	Brain_Nucleusaccumbens_basalganglia_	female	asian	gtex	1	3.29834	1.8949319999999998	1.509479
Brain_Nucleusaccumbens_basalganglia_-male-black_or_african_american_gtex	Brain_Nucleusaccumbens_basalganglia_	male	black_or_african_american	gtex	18	3.6277792499999997	1.9874355000000001	1.569902
Bile_Duct-male-asian_tcga	Bile_Duct	male	asian	tcga	2	4.619795	1.8835562499999998	1.5866244999999999
Esophagus_GastroesophagealJunction-male-black_or_african_american_gtex	Esophagus_GastroesophagealJunction	male	black_or_african_american	gtex	31	4.424322	2.033626	1.676896
Kidney-female-white_tcga	Kidney	female	white	tcga	225	4.731227	1.8973970000000002	1.5643464999999999
Stomach-male-asian_tcga	Stomach	male	asian	tcga	48	4.0918215	1.7781924999999998	1.3875242499999998
Uterus-female-asian_gtex	Uterus	female	asian	gtex	4	4.723675999999999	2.1036085	1.722953
Artery_Tibial-male-white_gtex	Artery_Tibial	male	white	gtex	374	4.69712975	2.0306154999999997	1.70883725
Adrenal_Gland-female-not_reported_tcga	Adrenal_Gland	female	not_reported	tcga	8	4.180187	1.940254	1.5263360000000001
Heart_LeftVentricle-female-asian_gtex	Heart_LeftVentricle	female	asian	gtex	4	3.5195585	1.876338	1.6252749999999998
SmallIntestine_TerminalIleum-female-white_gtex	SmallIntestine_TerminalIleum	female	white	gtex	58	4.0758615	2.0092885	1.66267625
Colorectal-male-black_or_african_american_tcga	Colorectal	male	black_or_african_american	tcga	28	4.799151999999999	1.9065845	1.58295975
Bile_Duct-male-white_tcga	Bile_Duct	male	white	tcga	14	4.650643499999999	1.918038	1.58027375
Colon_Transverse-male-black_or_african_american_gtex	Colon_Transverse	male	black_or_african_american	gtex	40	4.0195465	1.94393775	1.6167945000000001
Brain-male-american_indian_or_alaska_native_tcga	Brain	male	american_indian_or_alaska_native	tcga	1	5.2404685	2.1418060000000003	1.649304
Brain_Nucleusaccumbens_basalganglia_-female-white_gtex	Brain_Nucleusaccumbens_basalganglia_	female	white	gtex	59	3.414361	1.968718	1.572755
Testis-male-black_or_african_american_tcga	Testis	male	black_or_african_american	tcga	6	4.556020999999999	1.826889	1.584562
Breast--_tcga	Breast			tcga	1	5.484246	2.0433310000000002	1.542222
Liver-male-american_indian_or_alaska_native_tcga	Liver	male	american_indian_or_alaska_native	tcga	2	4.123623	2.1816695	1.6824469999999998
Lymph_Nodes-female-white_tcga	Lymph_Nodes	female	white	tcga	15	4.780158999999999	1.9183849999999998	1.5575934999999999
Cells_EBV_transformedlymphocytes-female-black_or_african_american_gtex	Cells_EBV_transformedlymphocytes	female	black_or_african_american	gtex	12	4.7770015	1.992384	1.6680915
Stomach-male-asian_gtex	Stomach	male	asian	gtex	3	3.452514	1.8117169999999998	1.578531
Uterus-female-asian_tcga	Uterus	female	asian	tcga	4	5.0077425	1.979776	1.612362
Vagina-female-white_gtex	Vagina	female	white	gtex	134	4.295749499999999	2.01683125	1.6842769999999998
Esophagus_Mucosa-female-black_or_african_american_gtex	Esophagus_Mucosa	female	black_or_african_american	gtex	21	4.1981985	1.9314415	1.646247
Adipose_Visceral_Omentum_-male-unknown_gtex	Adipose_Visceral_Omentum_	male	unknown	gtex	7	4.2851894999999995	1.9433395	1.6365975
AdrenalGland-male-asian_gtex	AdrenalGland	male	asian	gtex	3	4.3760595	1.9069094999999998	1.648881
Kidney_Cortex-male-white_gtex	Kidney_Cortex	male	white	gtex	56	3.044385	1.7864725	1.5404352499999998
Cells_Culturedfibroblasts-male-white_gtex	Cells_Culturedfibroblasts	male	white	gtex	283	4.877798	1.9182970000000001	1.630824
Testis-male-black_or_african_american_gtex	Testis	male	black_or_african_american	gtex	39	4.209234	2.2748720000000002	1.6371
Brain_Putamen_basalganglia_-female-asian_gtex	Brain_Putamen_basalganglia_	female	asian	gtex	1	2.402051	1.7609259999999998	1.464537
Thymus-female-black_or_african_american_tcga	Thymus	female	black_or_african_american	tcga	1	5.455545	2.289962	1.676345
MinorSalivaryGland-male-unknown_gtex	MinorSalivaryGland	male	unknown	gtex	2	4.18581625	1.942379	1.6589345
Brain_FrontalCortex_BA9_-female-black_or_african_american_gtex	Brain_FrontalCortex_BA9_	female	black_or_african_american	gtex	4	3.59780625	2.010052	1.57089
Pituitary-female-white_gtex	Pituitary	female	white	gtex	72	4.1402585	2.253812	1.7046705
Brain_Putamen_basalganglia_-female-black_or_african_american_gtex	Brain_Putamen_basalganglia_	female	black_or_african_american	gtex	3	2.8701060000000003	1.850045	1.51834
Cells_EBV_transformedlymphocytes-female-white_gtex	Cells_EBV_transformedlymphocytes	female	white	gtex	48	4.7185365	2.032698	1.6509960000000001
Thymus-female-asian_tcga	Thymus	female	asian	tcga	6	4.318538	2.130515	1.5466229999999999
Brain_Hippocampus-female-black_or_african_american_gtex	Brain_Hippocampus	female	black_or_african_american	gtex	5	3.316121	2.004667	1.593747
Stomach-male-white_gtex	Stomach	male	white	gtex	184	3.376313	1.7819215	1.5477935
Uterus-female-white_tcga	Uterus	female	white	tcga	135	4.725524	1.9635755	1.56065
Prostate-male-unknown_gtex	Prostate	male	unknown	gtex	6	4.3328050000000005	2.119069	1.694993
Kidney_Medulla-female-asian_gtex	Kidney_Medulla	female	asian	gtex	1	3.5819339999999995	1.9568035	1.560534
Lymph_Nodes-female-asian_tcga	Lymph_Nodes	female	asian	tcga	10	4.75416175	2.17479	1.6218685000000002
Brain_CerebellarHemisphere-male-white_gtex	Brain_CerebellarHemisphere	male	white	gtex	139	4.873705	2.443851	1.9036140000000001
Pleura-female-black_or_african_american_tcga	Pleura	female	black_or_african_american	tcga	1	5.23565	2.042528	1.6097055
Pituitary-female-asian_gtex	Pituitary	female	asian	gtex	1	4.358525	2.299068	1.6844845
Thymus-female-white_tcga	Thymus	female	white	tcga	36	4.6294075	2.1052867500000003	1.624263
Pancreas-male-black_or_african_american_tcga	Pancreas	male	black_or_african_american	tcga	3	5.206958	1.8676265	1.528345
Vagina-female-asian_gtex	Vagina	female	asian	gtex	4	4.24766375	2.0219705	1.7205469999999998
AdrenalGland-male-white_gtex	AdrenalGland	male	white	gtex	134	4.0718765	1.91641825	1.612616
Cells_Culturedfibroblasts-male-asian_gtex	Cells_Culturedfibroblasts	male	asian	gtex	3	4.797108000000001	1.9418080000000002	1.647925
AdrenalGland-male-unknown_gtex	AdrenalGland	male	unknown	gtex	2	4.16506675	1.922453	1.6179027499999998
Brain_Putamen_basalganglia_-female-white_gtex	Brain_Putamen_basalganglia_	female	white	gtex	45	3.026828	1.8937945	1.5558645000000002
Brain_Hippocampus-female-white_gtex	Brain_Hippocampus	female	white	gtex	49	3.1091365	1.8560419999999997	1.559961
Colorectal-male-american_indian_or_alaska_native_tcga	Colorectal	male	american_indian_or_alaska_native	tcga	1	4.847471	1.9411610000000001	1.612311
Pancreas-female-white_gtex	Pancreas	female	white	gtex	99	2.9785035	1.8118754999999998	1.576529
Artery_Aorta-male-white_gtex	Artery_Aorta	male	white	gtex	243	4.563606	2.0460135	1.7123359999999999
Stomach-female-white_tcga	Stomach	female	white	tcga	89	4.2061139999999995	1.7335775	1.4459645
Esophagus_Mucosa-male-white_gtex	Esophagus_Mucosa	male	white	gtex	303	4.254652	1.9328	1.6488635
Adrenal_Gland-male-asian_tcga	Adrenal_Gland	male	asian	tcga	2	4.6004005	2.29995925	1.7470539999999999
Bile_Duct-female-black_or_african_american_tcga	Bile_Duct	female	black_or_african_american	tcga	2	5.079965	2.0453870000000003	1.6806565
Artery_Aorta-female-black_or_african_american_gtex	Artery_Aorta	female	black_or_african_american	gtex	20	4.6440465	2.042389	1.6938985000000002
Ovary-female-native_hawaiian_or_other_pacific_islander_tcga	Ovary	female	native_hawaiian_or_other_pacific_islander	tcga	1	4.040345	2.1899965	1.6359515
Liver-male-asian_tcga	Liver	male	asian	tcga	126	4.305848	1.9941339999999999	1.697073
Kidney-female-black_or_african_american_tcga	Kidney	female	black_or_african_american	tcga	52	4.67712075	1.8436012500000003	1.5522685
Pleura-male-white_tcga	Pleura	male	white	tcga	70	4.8536850000000005	1.8786095	1.5476195000000001
Artery_Aorta-male-asian_gtex	Artery_Aorta	male	asian	gtex	4	4.55124625	2.0510585	1.6921025
Cells_Culturedfibroblasts-female-black_or_african_american_gtex	Cells_Culturedfibroblasts	female	black_or_african_american	gtex	21	4.860914	1.87707	1.6185610000000001
Stomach-female-asian_tcga	Stomach	female	asian	tcga	26	4.022743999999999	1.757939	1.3989945000000001
Liver-female-black_or_african_american_tcga	Liver	female	black_or_african_american	tcga	3	4.144913	1.940598	1.673039
Esophagus_Mucosa-male-asian_gtex	Esophagus_Mucosa	male	asian	gtex	4	4.3110865	1.9975725	1.6703735000000002
Adrenal_Gland-male-white_tcga	Adrenal_Gland	male	white	tcga	99	4.5081735	2.001621	1.62745
Brain_Spinalcord_cervicalc_1_-male-white_gtex	Brain_Spinalcord_cervicalc_1_	male	white	gtex	94	3.7369079999999997	1.9347237499999999	1.6459397500000001
Pancreas-female-asian_gtex	Pancreas	female	asian	gtex	4	2.9472377499999998	1.822277	1.602608
Cervix_Ectocervix-female-black_or_african_american_gtex	Cervix_Ectocervix	female	black_or_african_american	gtex	1	4.840415999999999	2.023951	1.6844849999999998
Bone_Marrow-female-black_or_african_american_tcga	Bone_Marrow	female	black_or_african_american	tcga	6	2.8687055	1.8388769999999999	1.7377764999999998
Brain_Cerebellum-male-black_or_african_american_gtex	Brain_Cerebellum	male	black_or_african_american	gtex	16	4.6173655	2.398836	1.879425
Thyroid-male-american_indian_or_alaska_native_gtex	Thyroid	male	american_indian_or_alaska_native	gtex	1	4.588513	2.078634	1.7574470000000002
Liver-male-white_tcga	Liver	male	white	tcga	104	4.3556237499999995	1.9364815	1.7555355
Breast-female-american_indian_or_alaska_native_tcga	Breast	female	american_indian_or_alaska_native	tcga	1	4.658925	1.9722534999999999	1.5360019999999999
Colorectal-female-black_or_african_american_tcga	Colorectal	female	black_or_african_american	tcga	35	4.775703	1.9154655	1.538575
Skin-female-black_or_african_american_tcga	Skin	female	black_or_african_american	tcga	1	4.483746	1.8204425	1.54338
Brain_Hippocampus-male-white_gtex	Brain_Hippocampus	male	white	gtex	130	3.1584847500000004	1.917384	1.5833339999999998
Pleura-male-asian_tcga	Pleura	male	asian	tcga	1	5.159411	2.19462	1.6505675
Esophagus_Muscularis-male-black_or_african_american_gtex	Esophagus_Muscularis	male	black_or_african_american	gtex	40	4.43716125	2.0262105	1.6701287500000002
Thyroid-female-unknown_gtex	Thyroid	female	unknown	gtex	1	4.5913775	2.235553	1.8069369999999998
Cervix_Ectocervix-female-white_gtex	Cervix_Ectocervix	female	white	gtex	8	4.3988545000000006	2.03328	1.6942502499999998
Uterus-female-american_indian_or_alaska_native_tcga	Uterus	female	american_indian_or_alaska_native	tcga	1	4.442067	2.1201735	1.610231
Thyroid-female-black_or_african_american_gtex	Thyroid	female	black_or_african_american	gtex	27	4.4244865	2.1380045	1.7642965
Brain_Caudate_basalganglia_-male-american_indian_or_alaska_native_gtex	Brain_Caudate_basalganglia_	male	american_indian_or_alaska_native	gtex	1	2.2067639999999997	1.6451330000000002	1.4902875
Spleen-female-black_or_african_american_gtex	Spleen	female	black_or_african_american	gtex	13	4.2683305	2.16197	1.747422
Esophagus_GastroesophagealJunction-female-black_or_african_american_gtex	Esophagus_GastroesophagealJunction	female	black_or_african_american	gtex	13	4.378885	2.0049285	1.646823
Prostate-male-not_reported_tcga	Prostate	male	not_reported	tcga	14	4.8200555000000005	2.0559615	1.6212415
Adipose_Subcutaneous-female-black_or_african_american_gtex	Adipose_Subcutaneous	female	black_or_african_american	gtex	30	4.4895249999999995	1.96927325	1.6909625
Bone_Marrow-male-white_tcga	Bone_Marrow	male	white	tcga	75	3.0900935	1.809869	1.6981365000000002
Pancreas-female-asian_tcga	Pancreas	female	asian	tcga	6	4.726564	1.9202905000000001	1.5927265
Brain_Cerebellum-female-black_or_african_american_gtex	Brain_Cerebellum	female	black_or_african_american	gtex	5	4.601319999999999	2.368244	1.836946
Heart_LeftVentricle-male-white_gtex	Heart_LeftVentricle	male	white	gtex	210	2.8694955	1.8013715000000001	1.5485375000000001
Skin_SunExposed_Lowerleg_-male-unknown_gtex	Skin_SunExposed_Lowerleg_	male	unknown	gtex	4	4.326514	1.9692255000000003	1.6866400000000001
Brain_Caudate_basalganglia_-male-black_or_african_american_gtex	Brain_Caudate_basalganglia_	male	black_or_african_american	gtex	19	3.303317	1.996429	1.5985114999999999
Stomach-female-asian_gtex	Stomach	female	asian	gtex	2	3.211836	1.845646	1.5826639999999998
Artery_Aorta-female-white_gtex	Artery_Aorta	female	white	gtex	129	4.578422	2.025052	1.6943665
Liver-female-black_or_african_american_gtex	Liver	female	black_or_african_american	gtex	4	3.58892975	1.98632925	1.7424795
Nerve_Tibial-female-black_or_african_american_gtex	Nerve_Tibial	female	black_or_african_american	gtex	29	4.623765000000001	2.0920905	1.7775900000000002
Eye-male-not_reported_tcga	Eye	male	not_reported	tcga	15	4.546287	2.028524	1.6572060000000002
Pituitary-female-black_or_african_american_gtex	Pituitary	female	black_or_african_american	gtex	6	4.12889225	2.28154025	1.7408709999999998
Kidney-male-not_reported_tcga	Kidney	male	not_reported	tcga	20	4.522897	1.9225125	1.590437
Kidney_Cortex-female-black_or_african_american_gtex	Kidney_Cortex	female	black_or_african_american	gtex	1	4.3093129999999995	2.033153	1.702179
Colorectal-female-asian_tcga	Colorectal	female	asian	tcga	2	5.1694587499999995	2.1049355	1.654303
Thyroid-female-black_or_african_american_tcga	Thyroid	female	black_or_african_american	tcga	21	5.204353	2.0255479999999997	1.6138655
Spleen-female-white_gtex	Spleen	female	white	gtex	72	4.51214575	2.2549514999999998	1.75970375
Colon_Sigmoid-female-white_gtex	Colon_Sigmoid	female	white	gtex	113	4.384405999999999	2.0192725	1.668987
Liver-male-white_gtex	Liver	male	white	gtex	143	3.3896495	1.9442279999999998	1.7630620000000001
Vagina-female-black_or_african_american_gtex	Vagina	female	black_or_african_american	gtex	18	4.28930325	1.986755	1.646636
Brain-female-asian_tcga	Brain	female	asian	tcga	4	4.97772975	2.021331	1.6754065
Esophagus_Muscularis-female-black_or_african_american_gtex	Esophagus_Muscularis	female	black_or_african_american	gtex	24	4.60810025	2.001779	1.6794365
Head_and_Neck-female-asian_tcga	Head_and_Neck	female	asian	tcga	4	4.718153	1.9921924999999998	1.6359499999999998
Artery_Aorta-female-asian_gtex	Artery_Aorta	female	asian	gtex	4	4.634599	2.06848	1.7064405000000002
Stomach-female-white_gtex	Stomach	female	white	gtex	113	3.3453665	1.820776	1.5576775
Pancreas-female-white_tcga	Pancreas	female	white	tcga	68	4.628150000000001	1.850269	1.520182
Lung-male-american_indian_or_alaska_native_gtex	Lung	male	american_indian_or_alaska_native	gtex	1	5.001816	2.0621105	1.702495
Heart_LeftVentricle-male-asian_gtex	Heart_LeftVentricle	male	asian	gtex	2	3.14845975	1.83865575	1.6291955000000002
Colon_Sigmoid-female-asian_gtex	Colon_Sigmoid	female	asian	gtex	4	4.627479	2.050924	1.67074875
Liver-male-asian_gtex	Liver	male	asian	gtex	2	3.75633	2.00456775	1.7426015
Brain-female-white_tcga	Brain	female	white	tcga	271	4.879977	1.9586305	1.606103
Brain_CerebellarHemisphere-female-black_or_african_american_gtex	Brain_CerebellarHemisphere	female	black_or_african_american	gtex	5	4.73148	2.5441979999999997	1.863933
Stomach-male-native_hawaiian_or_other_pacific_islander_tcga	Stomach	male	native_hawaiian_or_other_pacific_islander	tcga	1	4.582117	1.9779490000000002	1.4818775
Head_and_Neck-female-white_tcga	Head_and_Neck	female	white	tcga	120	4.9637875000000005	1.9096972499999998	1.652361
Colorectal-female-white_tcga	Colorectal	female	white	tcga	124	4.947243500000001	1.98436025	1.5604305
Brain_FrontalCortex_BA9_-male-white_gtex	Brain_FrontalCortex_BA9_	male	white	gtex	135	4.0629705	2.0335810000000003	1.622067
Spleen-female-asian_gtex	Spleen	female	asian	gtex	2	4.3009125	2.03271925	1.7564899999999999
